"","Var1","Var2","id_1","id_2","name_1","name_2","Species_1","Species_2","dyad_id","overlap","year","Month","YearMon","season","label","monthly_spi","threemonth_spi","sixmonth_spi","prevyear_spi","twoyearlag_spi","prcp_monthly","prcp_threemonth","prcp_sixmonth","prcp_twoyear","prcp_annual","dyad_species","Month_categorical","Year_categorical","average_rainfall","overlap_binary","threeseason","fourseason","Month_factor"
"733","SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.175160276114547,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb","2016",97.4785714285714,1,"Wet","Hot Wet","2"
"734","SaF08_3","Xerxes2","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb","2016",97.4785714285714,0,"Wet","Hot Wet","2"
"735","Buzz","Qamar3","Buzz","Qamar","Lion 1","Cheetah 5","Lion","Cheetah","Buzz-Qamar",0.00262105714197931,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Cheetah-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"736","Buzz","Goose3","Buzz","Goose","Lion 1","Leopard 3","Lion","Leopard","Buzz-Goose",0.120124740861487,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"737","Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0.184389017864441,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Dog-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"738","Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0.0927214643607017,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"739","Charles","Qamar3","Charles","Qamar","Leopard 2","Cheetah 5","Leopard","Cheetah","Charles-Qamar",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Cheetah-Leopard","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"740","Charles","SaF08_3","Charles","SaF08","Leopard 2","Lion 13","Leopard","Lion","Charles-SaF08",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"741","Charles","Hector","Charles","Hector","Leopard 2","Lion 6","Leopard","Lion","Charles-Hector",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"742","Charles","Pride","Charles","Pride","Leopard 2","Lion 9","Leopard","Lion","Charles-Pride",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"743","Charles","SaF03_3","Charles","SaF03","Leopard 2","Lion 10","Leopard","Lion","Charles-SaF03",0.0195786576619444,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"744","Charles","Xerxes2","Charles","Xerxes","Leopard 2","Dog 28","Leopard","Dog","Charles-Xerxes",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Dog-Leopard","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"745","Goose3","Hector","Goose","Hector","Leopard 3","Lion 6","Leopard","Lion","Goose-Hector",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"746","Goose3","SaF03_3","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"747","Goose3","Pride","Goose","Pride","Leopard 3","Lion 9","Leopard","Lion","Goose-Pride",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"748","Goose3","SaF08_3","Goose","SaF08","Leopard 3","Lion 13","Leopard","Lion","Goose-SaF08",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"749","Goose3","Xerxes2","Goose","Xerxes","Leopard 3","Dog 28","Leopard","Dog","Goose-Xerxes",0.578691989966391,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Dog-Leopard","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"750","Goose3","Qamar3","Goose","Qamar","Leopard 3","Cheetah 5","Leopard","Cheetah","Goose-Qamar",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Cheetah-Leopard","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"751","Hector","Xerxes2","Hector","Xerxes","Lion 6","Dog 28","Lion","Dog","Hector-Xerxes",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Dog-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"752","Hector","Qamar3","Hector","Qamar","Lion 6","Cheetah 5","Lion","Cheetah","Hector-Qamar",0.0632676674878466,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Cheetah-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"753","Pride","Qamar3","Pride","Qamar","Lion 9","Cheetah 5","Lion","Cheetah","Pride-Qamar",0.0434956490051005,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Cheetah-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"754","Pride","Xerxes2","Pride","Xerxes","Lion 9","Dog 28","Lion","Dog","Pride-Xerxes",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Dog-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"755","Qamar3","SaF03_3","Qamar","SaF03","Cheetah 5","Lion 10","Cheetah","Lion","Qamar-SaF03",0.00519713723606133,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Cheetah-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"756","Qamar3","Xerxes2","Qamar","Xerxes","Cheetah 5","Dog 28","Cheetah","Dog","Qamar-Xerxes",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Cheetah-Dog","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"757","Qamar3","SaF08_3","Qamar","SaF08","Cheetah 5","Lion 13","Cheetah","Lion","Qamar-SaF08",0.081297816121664,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Cheetah-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"758","SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.107821775642223,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Dog-Lion","Mar","2016",94.0271428571429,1,"Wet","Cold Wet","3"
"759","SaF08_3","Xerxes2","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Dog-Lion","Mar","2016",94.0271428571429,0,"Wet","Cold Wet","3"
"760","Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0.0791798394849615,2016,4,"2016-04","Wet","2016 Wet 5",0.96,0.74,0.1,0.03,0.08,42.05,280.18,486.18,884.63,488.93,"Leopard-Lion","Apr","2016",30.75,1,"Cold Dry","Cold Wet","4"
"761","Buzz","Qamar3","Buzz","Qamar","Lion 1","Cheetah 5","Lion","Cheetah","Buzz-Qamar",0.0555649825381718,2016,4,"2016-04","Wet","2016 Wet 5",0.96,0.74,0.1,0.03,0.08,42.05,280.18,486.18,884.63,488.93,"Cheetah-Lion","Apr","2016",30.75,1,"Cold Dry","Cold Wet","4"
"762","Charles","Pride","Charles","Pride","Leopard 2","Lion 9","Leopard","Lion","Charles-Pride",0,2016,4,"2016-04","Wet","2016 Wet 5",0.96,0.74,0.1,0.03,0.08,42.05,280.18,486.18,884.63,488.93,"Leopard-Lion","Apr","2016",30.75,0,"Cold Dry","Cold Wet","4"
"763","Charles","Qamar3","Charles","Qamar","Leopard 2","Cheetah 5","Leopard","Cheetah","Charles-Qamar",0.0523903199606451,2016,4,"2016-04","Wet","2016 Wet 5",0.96,0.74,0.1,0.03,0.08,42.05,280.18,486.18,884.63,488.93,"Cheetah-Leopard","Apr","2016",30.75,1,"Cold Dry","Cold Wet","4"
"764","Charles","SaF08_3","Charles","SaF08","Leopard 2","Lion 13","Leopard","Lion","Charles-SaF08",0,2016,4,"2016-04","Wet","2016 Wet 5",0.96,0.74,0.1,0.03,0.08,42.05,280.18,486.18,884.63,488.93,"Leopard-Lion","Apr","2016",30.75,0,"Cold Dry","Cold Wet","4"
"765","Pride","Qamar3","Pride","Qamar","Lion 9","Cheetah 5","Lion","Cheetah","Pride-Qamar",0.0400494872238,2016,4,"2016-04","Wet","2016 Wet 5",0.96,0.74,0.1,0.03,0.08,42.05,280.18,486.18,884.63,488.93,"Cheetah-Lion","Apr","2016",30.75,1,"Cold Dry","Cold Wet","4"
"766","Qamar3","SaF08_3","Qamar","SaF08","Cheetah 5","Lion 13","Cheetah","Lion","Qamar-SaF08",0.293049869502487,2016,4,"2016-04","Wet","2016 Wet 5",0.96,0.74,0.1,0.03,0.08,42.05,280.18,486.18,884.63,488.93,"Cheetah-Lion","Apr","2016",30.75,1,"Cold Dry","Cold Wet","4"
"767","Buzz","Fiji","Buzz","Fiji","Lion 1","Dog 12","Lion","Dog","Buzz-Fiji",0.00692219821391366,2016,6,"2016-06","Dry","2016 Dry 1",1.17,0.79,0.48,0.03,0.03,0,42.05,393.23,884.63,488.93,"Dog-Lion","Jun","2016",6.53571428571429,1,"Cold Dry","Cold Dry","6"
"768","Chloe3","Fiji","Chloe","Fiji","Lion 3","Dog 12","Lion","Dog","Chloe-Fiji",0.393014274834183,2016,9,"2016-09","Dry","2016 Dry 1",0.91,0.91,0.75,0.03,0.03,0,-4.2632564145606e-14,42.05,884.63,488.18,"Dog-Lion","Sep","2016",0.625,1,"Hot Dry","Hot Dry","9"
"769","Fiji","Pride","Fiji","Pride","Dog 12","Lion 9","Dog","Lion","Fiji-Pride",0.153588204280789,2016,8,"2016-08","Dry","2016 Dry 1",0,1.17,1.3,0.03,0.03,0,-4.2632564145606e-14,230.43,884.63,488.93,"Dog-Lion","Aug","2016",0,1,"Hot Dry","Cold Dry","8"
"770","Fiji","SaF08_3","Fiji","SaF08","Dog 12","Lion 13","Dog","Lion","Fiji-SaF08",0.104940103992676,2016,8,"2016-08","Dry","2016 Dry 1",0,1.17,1.3,0.03,0.03,0,-4.2632564145606e-14,230.43,884.63,488.93,"Dog-Lion","Aug","2016",0,1,"Hot Dry","Cold Dry","8"
"771","Fiji","SaF03_4","Fiji","SaF03","Dog 12","Lion 10","Dog","Lion","Fiji-SaF03",0,2016,8,"2016-08","Dry","2016 Dry 1",0,1.17,1.3,0.03,0.03,0,-4.2632564145606e-14,230.43,884.63,488.93,"Dog-Lion","Aug","2016",0,0,"Hot Dry","Cold Dry","8"
"772","Buzz","Fiji","Buzz","Fiji","Lion 1","Dog 12","Lion","Dog","Buzz-Fiji",0.165520981139209,2016,7,"2016-07","Dry","2016 Dry 2",0,0.7,0.71,0.03,0.03,0,-4.2632564145606e-14,280.18,884.63,488.93,"Dog-Lion","Jul","2016",0,1,"Cold Dry","Cold Dry","7"
"773","Fiji","Pride","Fiji","Pride","Dog 12","Lion 9","Dog","Lion","Fiji-Pride",0.0356254780962931,2016,9,"2016-09","Dry","2016 Dry 2",0.91,0.91,0.75,0.03,0.03,0,-4.2632564145606e-14,42.05,884.63,488.18,"Dog-Lion","Sep","2016",0.625,1,"Hot Dry","Hot Dry","9"
"774","Fiji","SaF03_4","Fiji","SaF03","Dog 12","Lion 10","Dog","Lion","Fiji-SaF03",0.0622567136642848,2016,9,"2016-09","Dry","2016 Dry 2",0.91,0.91,0.75,0.03,0.03,0,-4.2632564145606e-14,42.05,884.63,488.18,"Dog-Lion","Sep","2016",0.625,1,"Hot Dry","Hot Dry","9"
"775","Fiji","SaF08_3","Fiji","SaF08","Dog 12","Lion 13","Dog","Lion","Fiji-SaF08",0.165307051486031,2016,9,"2016-09","Dry","2016 Dry 2",0.91,0.91,0.75,0.03,0.03,0,-4.2632564145606e-14,42.05,884.63,488.18,"Dog-Lion","Sep","2016",0.625,1,"Hot Dry","Hot Dry","9"
"776","Buzz","Fiji","Buzz","Fiji","Lion 1","Dog 12","Lion","Dog","Buzz-Fiji",0.0980248704629,2016,8,"2016-08","Dry","2016 Dry 3",0,1.17,1.3,0.03,0.03,0,-4.2632564145606e-14,230.43,884.63,488.93,"Dog-Lion","Aug","2016",0,1,"Hot Dry","Cold Dry","8"
"777","Fiji","SaF03_4","Fiji","SaF03","Dog 12","Lion 10","Dog","Lion","Fiji-SaF03",0.0116470744805497,2016,10,"2016-10","Dry","2016 Dry 3",-0.8,-0.91,-1.03,0.13,0.03,0,-4.2632564145606e-14,1.4210854715202e-14,884.63,486.18,"Dog-Lion","Oct","2016",12.125,1,"Hot Dry","Hot Dry","10"
"778","Fiji","SaF08_3","Fiji","SaF08","Dog 12","Lion 13","Dog","Lion","Fiji-SaF08",0.266190233861799,2016,10,"2016-10","Dry","2016 Dry 3",-0.8,-0.91,-1.03,0.13,0.03,0,-4.2632564145606e-14,1.4210854715202e-14,884.63,486.18,"Dog-Lion","Oct","2016",12.125,1,"Hot Dry","Hot Dry","10"
"779","Buzz","Thaba","Buzz","Thaba","Lion 1","Leopard 8","Lion","Leopard","Buzz-Thaba",0.0691258573027179,2016,12,"2016-12","Wet","2017 Wet 1",0.32,-0.03,-0.04,0.34,0.16,108.52,139.02,139.02,845.95,532.25,"Leopard-Lion","Dec","2016",126.070769230769,1,"Wet","Hot Wet","12"
"780","Buzz","Goose2","Buzz","Goose","Lion 1","Leopard 3","Lion","Leopard","Buzz-Goose",0.275255019744652,2016,12,"2016-12","Wet","2017 Wet 1",0.32,-0.03,-0.04,0.34,0.16,108.52,139.02,139.02,845.95,532.25,"Leopard-Lion","Dec","2016",126.070769230769,1,"Wet","Hot Wet","12"
"781","Buzz","Molelo","Buzz","Molelo","Lion 1","Leopard 4","Lion","Leopard","Buzz-Molelo",0,2016,12,"2016-12","Wet","2017 Wet 1",0.32,-0.03,-0.04,0.34,0.16,108.52,139.02,139.02,845.95,532.25,"Leopard-Lion","Dec","2016",126.070769230769,0,"Wet","Hot Wet","12"
"782","Goose2","SaF03_4","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0.103588296209307,2017,5,"2017-05","Wet","2017 Wet 1",1.03,0.46,1.25,1.01,1.02,0,120,727.52,1246.95,758.02,"Leopard-Lion","May","2017",0,1,"Cold Dry","Cold Wet","5"
"783","Goose2","SaF08_3","Goose","SaF08","Leopard 3","Lion 13","Leopard","Lion","Goose-SaF08",0,2017,5,"2017-05","Wet","2017 Wet 1",1.03,0.46,1.25,1.01,1.02,0,120,727.52,1246.95,758.02,"Leopard-Lion","May","2017",0,0,"Cold Dry","Cold Wet","5"
"784","Molelo","SaF03_4","Molelo","SaF03","Leopard 4","Lion 10","Leopard","Lion","Molelo-SaF03",0,2016,12,"2016-12","Wet","2017 Wet 1",0.32,-0.03,-0.04,0.34,0.16,108.52,139.02,139.02,845.95,532.25,"Leopard-Lion","Dec","2016",126.070769230769,0,"Wet","Hot Wet","12"
"785","Molelo","SaF08_3","Molelo","SaF08","Leopard 4","Lion 13","Leopard","Lion","Molelo-SaF08",0.176748347447105,2016,12,"2016-12","Wet","2017 Wet 1",0.32,-0.03,-0.04,0.34,0.16,108.52,139.02,139.02,845.95,532.25,"Leopard-Lion","Dec","2016",126.070769230769,1,"Wet","Hot Wet","12"
"786","SaF03_4","Thaba","SaF03","Thaba","Lion 10","Leopard 8","Lion","Leopard","SaF03-Thaba",0.340688369489869,2016,12,"2016-12","Wet","2017 Wet 1",0.32,-0.03,-0.04,0.34,0.16,108.52,139.02,139.02,845.95,532.25,"Leopard-Lion","Dec","2016",126.070769230769,1,"Wet","Hot Wet","12"
"787","SaF08_3","Thaba","SaF08","Thaba","Lion 13","Leopard 8","Lion","Leopard","SaF08-Thaba",0,2016,12,"2016-12","Wet","2017 Wet 1",0.32,-0.03,-0.04,0.34,0.16,108.52,139.02,139.02,845.95,532.25,"Leopard-Lion","Dec","2016",126.070769230769,0,"Wet","Hot Wet","12"
"788","Buzz","Molelo","Buzz","Molelo","Lion 1","Leopard 4","Lion","Leopard","Buzz-Molelo",0,2017,1,"2017-01","Wet","2017 Wet 2",0.88,0.52,0.42,0.65,0.34,217,356.02,356.02,1015.65,636.2,"Leopard-Lion","Jan","2017",138.971428571429,0,"Wet","Hot Wet","1"
"789","Buzz","Thaba","Buzz","Thaba","Lion 1","Leopard 8","Lion","Leopard","Buzz-Thaba",0.108805712873135,2017,1,"2017-01","Wet","2017 Wet 2",0.88,0.52,0.42,0.65,0.34,217,356.02,356.02,1015.65,636.2,"Leopard-Lion","Jan","2017",138.971428571429,1,"Wet","Hot Wet","1"
"790","Molelo","SaF03_4","Molelo","SaF03","Leopard 4","Lion 10","Leopard","Lion","Molelo-SaF03",0,2017,1,"2017-01","Wet","2017 Wet 2",0.88,0.52,0.42,0.65,0.34,217,356.02,356.02,1015.65,636.2,"Leopard-Lion","Jan","2017",138.971428571429,0,"Wet","Hot Wet","1"
"791","Molelo","SaF08_3","Molelo","SaF08","Leopard 4","Lion 13","Leopard","Lion","Molelo-SaF08",0.208389728552677,2017,1,"2017-01","Wet","2017 Wet 2",0.88,0.52,0.42,0.65,0.34,217,356.02,356.02,1015.65,636.2,"Leopard-Lion","Jan","2017",138.971428571429,1,"Wet","Hot Wet","1"
"792","SaF03_4","Thaba","SaF03","Thaba","Lion 10","Leopard 8","Lion","Leopard","SaF03-Thaba",0.321659560776274,2017,1,"2017-01","Wet","2017 Wet 2",0.88,0.52,0.42,0.65,0.34,217,356.02,356.02,1015.65,636.2,"Leopard-Lion","Jan","2017",138.971428571429,1,"Wet","Hot Wet","1"
"793","SaF08_3","Thaba","SaF08","Thaba","Lion 13","Leopard 8","Lion","Leopard","SaF08-Thaba",0,2017,1,"2017-01","Wet","2017 Wet 2",0.88,0.52,0.42,0.65,0.34,217,356.02,356.02,1015.65,636.2,"Leopard-Lion","Jan","2017",138.971428571429,0,"Wet","Hot Wet","1"
"794","Buzz","Molelo","Buzz","Molelo","Lion 1","Leopard 4","Lion","Leopard","Buzz-Molelo",0,2017,2,"2017-02","Wet","2017 Wet 3",1.61,1.42,1.11,1.37,0.65,282,607.52,638.02,1280.65,868.45,"Leopard-Lion","Feb","2017",97.4785714285714,0,"Wet","Hot Wet","2"
"795","Buzz","Thaba","Buzz","Thaba","Lion 1","Leopard 8","Lion","Leopard","Buzz-Thaba",0.254053387946212,2017,2,"2017-02","Wet","2017 Wet 3",1.61,1.42,1.11,1.37,0.65,282,607.52,638.02,1280.65,868.45,"Leopard-Lion","Feb","2017",97.4785714285714,1,"Wet","Hot Wet","2"
"796","Molelo","SaF03_4","Molelo","SaF03","Leopard 4","Lion 10","Leopard","Lion","Molelo-SaF03",0,2017,2,"2017-02","Wet","2017 Wet 3",1.61,1.42,1.11,1.37,0.65,282,607.52,638.02,1280.65,868.45,"Leopard-Lion","Feb","2017",97.4785714285714,0,"Wet","Hot Wet","2"
"797","Molelo","SaF08_3","Molelo","SaF08","Leopard 4","Lion 13","Leopard","Lion","Molelo-SaF08",0.345118078332001,2017,2,"2017-02","Wet","2017 Wet 3",1.61,1.42,1.11,1.37,0.65,282,607.52,638.02,1280.65,868.45,"Leopard-Lion","Feb","2017",97.4785714285714,1,"Wet","Hot Wet","2"
"798","SaF03_4","Thaba","SaF03","Thaba","Lion 10","Leopard 8","Lion","Leopard","SaF03-Thaba",0.255729913763046,2017,2,"2017-02","Wet","2017 Wet 3",1.61,1.42,1.11,1.37,0.65,282,607.52,638.02,1280.65,868.45,"Leopard-Lion","Feb","2017",97.4785714285714,1,"Wet","Hot Wet","2"
"799","SaF08_3","Thaba","SaF08","Thaba","Lion 13","Leopard 8","Lion","Leopard","SaF08-Thaba",0,2017,2,"2017-02","Wet","2017 Wet 3",1.61,1.42,1.11,1.37,0.65,282,607.52,638.02,1280.65,868.45,"Leopard-Lion","Feb","2017",97.4785714285714,0,"Wet","Hot Wet","2"
"800","Molelo","SaF03_4","Molelo","SaF03","Leopard 4","Lion 10","Leopard","Lion","Molelo-SaF03",0,2017,3,"2017-03","Wet","2017 Wet 4",0.38,1.14,1.02,1.02,1.37,88,587,726.02,1262.15,768.07,"Leopard-Lion","Mar","2017",94.0271428571429,0,"Wet","Cold Wet","3"
"801","Molelo","SaF08_3","Molelo","SaF08","Leopard 4","Lion 13","Leopard","Lion","Molelo-SaF08",0.0715595441393357,2017,3,"2017-03","Wet","2017 Wet 4",0.38,1.14,1.02,1.02,1.37,88,587,726.02,1262.15,768.07,"Leopard-Lion","Mar","2017",94.0271428571429,1,"Wet","Cold Wet","3"
"802","SaF03_4","Thaba","SaF03","Thaba","Lion 10","Leopard 8","Lion","Leopard","SaF03-Thaba",0.264462788073229,2017,3,"2017-03","Wet","2017 Wet 4",0.38,1.14,1.02,1.02,1.37,88,587,726.02,1262.15,768.07,"Leopard-Lion","Mar","2017",94.0271428571429,1,"Wet","Cold Wet","3"
"803","SaF08_3","Thaba","SaF08","Thaba","Lion 13","Leopard 8","Lion","Leopard","SaF08-Thaba",0,2017,3,"2017-03","Wet","2017 Wet 4",0.38,1.14,1.02,1.02,1.37,88,587,726.02,1262.15,768.07,"Leopard-Lion","Mar","2017",94.0271428571429,0,"Wet","Cold Wet","3"
"804","Buzz","Molelo","Buzz","Molelo","Lion 1","Leopard 4","Lion","Leopard","Buzz-Molelo",0,2017,4,"2017-04","Wet","2017 Wet 5",0.79,1.22,1.1,1.01,1.02,32,402,758.02,1246.95,758.02,"Leopard-Lion","Apr","2017",30.75,0,"Cold Dry","Cold Wet","4"
"805","Buzz","Thaba","Buzz","Thaba","Lion 1","Leopard 8","Lion","Leopard","Buzz-Thaba",0.07633638222492,2017,4,"2017-04","Wet","2017 Wet 5",0.79,1.22,1.1,1.01,1.02,32,402,758.02,1246.95,758.02,"Leopard-Lion","Apr","2017",30.75,1,"Cold Dry","Cold Wet","4"
"806","Molelo","SaF03_4","Molelo","SaF03","Leopard 4","Lion 10","Leopard","Lion","Molelo-SaF03",0,2017,4,"2017-04","Wet","2017 Wet 5",0.79,1.22,1.1,1.01,1.02,32,402,758.02,1246.95,758.02,"Leopard-Lion","Apr","2017",30.75,0,"Cold Dry","Cold Wet","4"
"807","Molelo","SaF08_3","Molelo","SaF08","Leopard 4","Lion 13","Leopard","Lion","Molelo-SaF08",0.0138163928072303,2017,4,"2017-04","Wet","2017 Wet 5",0.79,1.22,1.1,1.01,1.02,32,402,758.02,1246.95,758.02,"Leopard-Lion","Apr","2017",30.75,1,"Cold Dry","Cold Wet","4"
"808","SaF03_4","Thaba","SaF03","Thaba","Lion 10","Leopard 8","Lion","Leopard","SaF03-Thaba",0.114476424673858,2017,4,"2017-04","Wet","2017 Wet 5",0.79,1.22,1.1,1.01,1.02,32,402,758.02,1246.95,758.02,"Leopard-Lion","Apr","2017",30.75,1,"Cold Dry","Cold Wet","4"
"809","SaF08_3","Thaba","SaF08","Thaba","Lion 13","Leopard 8","Lion","Leopard","SaF08-Thaba",0,2017,4,"2017-04","Wet","2017 Wet 5",0.79,1.22,1.1,1.01,1.02,32,402,758.02,1246.95,758.02,"Leopard-Lion","Apr","2017",30.75,0,"Cold Dry","Cold Wet","4"
"810","Molelo","SaF03_4","Molelo","SaF03","Leopard 4","Lion 10","Leopard","Lion","Molelo-SaF03",0,2017,5,"2017-05","Wet","2017 Wet 6",1.03,0.46,1.25,1.01,1.01,0,120,727.52,1246.95,758.02,"Leopard-Lion","May","2017",0,0,"Cold Dry","Cold Wet","5"
"811","Molelo","SaF08_3","Molelo","SaF08","Leopard 4","Lion 13","Leopard","Lion","Molelo-SaF08",0,2017,5,"2017-05","Wet","2017 Wet 6",1.03,0.46,1.25,1.01,1.01,0,120,727.52,1246.95,758.02,"Leopard-Lion","May","2017",0,0,"Cold Dry","Cold Wet","5"
"812","SaF03_4","Thaba","SaF03","Thaba","Lion 10","Leopard 8","Lion","Leopard","SaF03-Thaba",0.273691617528929,2017,5,"2017-05","Wet","2017 Wet 6",1.03,0.46,1.25,1.01,1.01,0,120,727.52,1246.95,758.02,"Leopard-Lion","May","2017",0,1,"Cold Dry","Cold Wet","5"
"813","SaF08_3","Thaba","SaF08","Thaba","Lion 13","Leopard 8","Lion","Leopard","SaF08-Thaba",0,2017,5,"2017-05","Wet","2017 Wet 6",1.03,0.46,1.25,1.01,1.01,0,120,727.52,1246.95,758.02,"Leopard-Lion","May","2017",0,0,"Cold Dry","Cold Wet","5"
"814","Goose2","SaF08_3","Goose","SaF08","Leopard 3","Lion 13","Leopard","Lion","Goose-SaF08",0,2017,6,"2017-06","Dry","2017 Dry 1",1.17,0.62,1.12,1.02,1.01,0,32,619,1246.95,758.02,"Leopard-Lion","Jun","2017",6.53571428571429,0,"Cold Dry","Cold Dry","6"
